,time,flags_x,ptag,eclipse_x,hvnom_nuv,hvnom_fuv,ra_acs,dec_acs,roll_acs,original_x,eclipse_y,ra,dec,roll,flags_y,frame_type
53,740388282.995,0,53418248,815,1,1,220.85662377172795,8.525271707164942,150.00010340965264,slew,815.0,220.862667646043,8.526913825453,150.003457605451,0.0,ref
54,740388283.995,0,53418248,815,1,1,220.85645727519474,8.525028704014632,150.0001060214454,slew,815.0,220.862440240249,8.52673573097816,150.00605324962,0.0,ref
55,740388284.995,0,53418248,815,1,1,220.85607255321702,8.52479029387558,150.00029041146786,slew,815.0,220.862265601651,8.52661337943958,150.003605037665,0.0,ref
56,740388285.995,0,53418248,815,1,1,220.85609345629226,8.524672056082073,150.00015650029414,slew,815.0,220.862158058047,8.52650758876914,150.002365629058,0.0,ref
57,740388286.995,0,53418248,815,1,1,220.85588685160164,8.524536670561606,150.00011632893052,slew,815.0,220.862040644784,8.5262459894588,150.003245990484,0.0,ref
58,740388287.995,0,53418248,815,1,1,220.85557128758808,8.52433414593764,150.00039333380874,slew,815.0,220.861905477979,8.52608526318138,150.003082774854,0.0,ref
59,740388288.995,0,53418248,815,1,1,220.85544212219605,8.524128397744887,150.00058465198038,slew,815.0,220.861895777309,8.52606798768942,150.004456964953,0.0,ref
60,740388289.995,0,53418248,815,1,1,220.8553592312463,8.523989792056579,150.00067465621225,slew,815.0,220.861812028868,8.52608545169391,150.005121323223,0.0,ref
61,740388290.995,0,53418248,815,1,1,220.8552671654147,8.523993729981113,150.00081598343,slew,815.0,220.861763518583,8.52611785717017,150.005896133141,0.0,ref
62,740388291.995,0,53418248,815,1,1,220.85546723992675,8.52412374101489,150.00063256561697,slew,815.0,220.861726954391,8.52609981135792,150.00753805069,0.0,ref
63,740388292.995,0,53418248,815,1,1,220.85562806949142,8.524255182436578,150.00034789394425,slew,815.0,220.861738020307,8.52604367865765,150.007496888373,0.0,ref
64,740388293.995,0,53418248,815,1,1,220.85572803457944,8.52420593910417,150.00032534166834,slew,815.0,220.861673784956,8.525908481084,150.006240497529,0.0,ref
65,740388294.995,0,53418248,815,1,1,220.85580316545702,8.524228945526009,150.00027907791187,slew,815.0,220.861702491699,8.52579771470314,150.006886878746,0.0,ref
66,740388295.995,0,53418248,815,1,1,220.8559125581428,8.524104760522023,149.99998204750892,slew,815.0,220.861708410121,8.52555916781236,150.004418333419,0.0,ref
67,740388296.995,0,53418248,815,1,1,220.85570891984014,8.523845231089803,150.0002753147298,slew,815.0,220.861613145654,8.52540314045036,150.004691255194,0.0,ref
68,740388297.995,0,53418248,815,1,1,220.8558472858729,8.523625108383335,150.0000680926324,slew,815.0,220.861522175695,8.52516471563833,150.004544514392,0.0,ref
69,740388298.995,0,53418248,815,1,1,220.85584914214687,8.523423355486266,150.0000066541476,slew,815.0,220.861483796272,8.52496338731195,150.004884330807,0.0,ref
70,740388299.995,0,53418248,815,1,1,220.8559785804841,8.523144692880257,149.9997006716129,slew,815.0,220.861436160628,8.52464000838759,150.005055777255,0.0,ref
71,740388300.995,0,53418248,815,1,1,220.8560836051488,8.522987299516565,149.9995488741941,slew,815.0,220.861429802329,8.52427920808154,150.005389958992,0.0,ref
72,740388301.995,0,53418248,815,1,1,220.85605607410707,8.522569448191257,149.9995398250988,slew,815.0,220.861557084432,8.52389453684204,150.00455092583,0.0,ref
73,740388302.995,0,53418248,815,1,1,220.85605907922294,8.522306156957784,149.99940241468133,slew,815.0,220.861535459097,8.52362937937817,150.004889908918,0.0,ref
74,740388303.995,0,53418248,815,1,1,220.85602845681956,8.52186838569358,149.9994663343435,slew,815.0,220.86147755958,8.5233896177128,150.003846928444,0.0,ref
75,740388304.995,0,53418248,815,1,1,220.85581154260876,8.521571144079152,149.99970017864564,slew,815.0,220.861437371609,8.5231339192222,150.003706483847,0.0,ref
76,740388305.995,0,53418248,815,1,1,220.8558863284285,8.521227364636637,149.99959072116079,slew,815.0,220.861503995243,8.52280343317874,150.003657692091,0.0,ref
77,740388306.995,0,53418248,815,1,1,220.85583323792972,8.520975975945564,149.99960455703257,slew,815.0,220.861597548996,8.52254089711355,150.003298933471,0.0,ref
78,740388307.995,0,53418248,815,1,1,220.85592432013505,8.520620146033822,149.99947937077343,slew,815.0,220.861687680398,8.5222996526847,150.005149330916,0.0,ref
79,740388308.995,0,53418248,815,1,1,220.85589322712647,8.52039705039364,149.9995055502009,slew,815.0,220.861834317235,8.52209227866199,150.003455090535,0.0,ref
80,740388309.995,0,53418248,815,1,1,220.85591871871256,8.52012606790799,149.99957029561827,slew,815.0,220.861955000469,8.52182879477361,150.001402450306,0.0,ref
81,740388310.995,0,53418248,815,1,1,220.85595019244712,8.519898013933451,149.9996819691621,slew,815.0,220.862097586218,8.52166277831134,150.001590954879,0.0,ref
82,740388311.995,0,53418248,815,1,1,220.85600320792696,8.51967868404054,149.99975950646652,slew,815.0,220.862278165143,8.52169465973803,150.002462514469,0.0,ref
83,740388312.995,0,53418248,815,1,1,220.85602809968265,8.519589500961837,149.9997789899743,slew,815.0,220.862374805836,8.52168730596617,150.002343158415,0.0,ref
84,740388313.995,0,53418248,815,1,1,220.85614486530565,8.519592794117857,149.9998071720899,slew,815.0,220.862622707017,8.52181977972464,150.0018864018,0.0,ref
85,740388314.995,0,53418248,815,1,1,220.85616230143307,8.519580476834832,149.9997908752244,slew,815.0,220.862883532408,8.52179616958198,150.000677088121,0.0,ref
86,740388315.995,0,53418248,815,1,1,220.8563435619884,8.519609603665387,149.99975925977571,slew,815.0,220.863090480932,8.52193555813568,150.000979742562,0.0,ref
87,740388316.995,0,53418248,815,1,1,220.85656822077326,8.519675282837474,149.99973505011553,slew,815.0,220.863385902606,8.52216068276626,150.001572942544,0.0,ref
88,740388317.995,0,53418248,815,1,1,220.8569329994272,8.519942265989673,149.99966468311163,slew,815.0,220.863694637053,8.52243003576631,149.99979334276,0.0,ref
89,740388318.995,0,53418248,815,1,1,220.85705347808025,8.5200492312871,150.00005703984465,slew,815.0,220.864030164489,8.5225871755919,150.001575026737,0.0,ref
90,740388319.995,0,53418248,815,1,1,220.85698612755291,8.520087450871536,150.00075828980385,slew,815.0,220.864235419642,8.52277597714301,149.999343908255,0.0,ref
91,740388320.995,0,53418248,815,1,1,220.85741883492832,8.5202366022196,150.0007078321131,slew,815.0,220.86454002663,8.52290249583372,149.999202875719,0.0,ref
92,740388321.995,0,53418248,815,1,1,220.85772160930043,8.520344325436719,150.00067309968088,slew,815.0,220.864815606433,8.52294576738201,149.999495677169,0.0,ref
93,740388322.995,0,53418248,815,1,1,220.85790109495176,8.520366597074563,150.00069150217644,slew,815.0,220.865159820112,8.52303501811384,149.999456914437,0.0,ref
94,740388323.995,0,53418248,815,1,1,220.85812976227254,8.520468512615642,150.00061114128022,slew,815.0,220.865473184458,8.5229908301675,149.99971216661,0.0,ref
95,740388324.995,0,53418248,815,1,1,220.85849019433633,8.520551299437729,150.00034544082303,slew,815.0,220.865692412568,8.52302381794361,150.001901915822,0.0,ref
96,740388325.995,0,53418248,815,1,1,220.8588569961648,8.520561431371565,149.99994670052163,slew,815.0,220.86588876348,8.52291822229319,150.000673116805,0.0,ref
97,740388326.995,0,53418248,815,1,1,220.85916860703762,8.520615589324422,149.99960475197537,slew,815.0,220.86608935644,8.52289553312627,149.999699608443,0.0,ref
98,740388327.995,0,53418248,815,1,1,220.8594013769967,8.520550268493551,149.99932792171893,slew,815.0,220.866313773127,8.52277038014819,150.001442396359,0.0,ref
99,740388328.995,0,53418248,815,1,1,220.85954194449295,8.520473752188778,149.9992377556989,slew,815.0,220.866483235064,8.52268165057805,150.000223178051,0.0,ref
100,740388329.995,0,53418248,815,1,1,220.8596505415666,8.52027516106617,149.99927405423998,slew,815.0,220.866697623451,8.52269966519628,150.001377689239,0.0,ref
101,740388330.995,0,53418248,815,1,1,220.8599370981908,8.520294602143252,149.99900312177303,slew,815.0,220.866898637488,8.52271734551724,150.004340560856,0.0,ref
102,740388331.995,0,53418248,815,1,1,220.86013120464258,8.520254859331649,149.998844958473,slew,815.0,220.867079544872,8.5226622724807,150.00081813328,0.0,ref
103,740388332.995,0,53418248,815,1,1,220.86015980571366,8.5202303552612,149.99902985024133,slew,815.0,220.86717145378,8.52267859650584,150.000920682702,0.0,ref
104,740388333.995,0,53418248,815,1,1,220.86025178417017,8.520061011728572,149.99918420524702,slew,815.0,220.867334228274,8.52267331107091,150.00260816267,0.0,ref
105,740388334.995,0,53418248,815,1,1,220.8605419122814,8.520175451471836,149.99905322341385,slew,815.0,220.867479542803,8.52268145958667,150.004245804838,0.0,ref
106,740388335.995,0,53418248,815,1,1,220.86059903774085,8.520162809395627,149.9991198861222,slew,815.0,220.867710085901,8.52277275801721,150.004133628062,0.0,ref
107,740388336.995,0,53418248,815,1,1,220.86052035307895,8.520185071151396,149.99936328299685,slew,815.0,220.867905568204,8.52283997380833,150.004143803964,0.0,ref
108,740388337.995,0,53418248,815,1,1,220.86065941330673,8.520195295723381,149.99936065387078,slew,815.0,220.868067775834,8.52288619217364,150.00338474752,0.0,ref
109,740388338.995,0,53418248,815,1,1,220.86077290438556,8.520260001673654,149.99944909428396,slew,815.0,220.868218775914,8.52293011905671,149.998811117959,0.0,ref
110,740388339.995,0,53418248,815,1,1,220.86077257354918,8.5202357688745,149.99976546063294,slew,815.0,220.868471086504,8.52308946375599,149.998874652244,0.0,ref
111,740388340.995,0,53418248,815,1,1,220.86093622072852,8.520354334001576,149.99966661386236,slew,815.0,220.868628478931,8.52314145626793,149.99932247707,0.0,ref
112,740388341.995,0,53418248,815,1,1,220.86106166883553,8.520446657413492,149.99977924087375,slew,815.0,220.868835483088,8.52335045957754,149.99863524954,0.0,ref
113,740388342.995,0,53418248,815,1,1,220.8610999697359,8.52053986359198,149.99991453552127,slew,815.0,220.869034358172,8.52356441813462,149.998222132904,0.0,ref
114,740388343.995,0,53418248,815,1,1,220.86128554547895,8.520659582720784,149.99996491662446,slew,815.0,220.869240903006,8.52382319188697,149.998351474117,0.0,ref
115,740388344.995,0,53418248,815,1,1,220.86143082505245,8.520887185089219,149.9996780604151,slew,815.0,220.869480539078,8.52401613293549,149.999485890254,0.0,ref
116,740388345.995,0,53418248,815,1,1,220.8616592812149,8.521196329731984,149.99973007665986,slew,815.0,220.869793810032,8.52443503474782,149.997011022645,0.0,ref
117,740388346.995,0,53418248,815,1,1,220.86187172617758,8.521512127938259,149.99980740103723,slew,815.0,220.870069627546,8.52482051696089,149.997392529838,0.0,ref
118,740388347.995,0,53418248,815,1,1,220.86229834988862,8.521938171419315,149.99990627204386,slew,815.0,220.870320592624,8.52517611482453,149.998449940575,0.0,ref
119,740388348.995,0,53418248,815,1,1,220.8625678942615,8.52226932530315,150.00010948136023,slew,815.0,220.870547265248,8.52550324529444,149.999250600132,0.0,ref
120,740388349.995,0,53418248,815,1,1,220.86285592647206,8.52264707760325,150.00010354383704,slew,815.0,220.870730972702,8.52580513276005,150.000555184177,0.0,ref
121,740388350.995,0,53418248,815,1,1,220.86299023751772,8.522883659201776,150.0003313713596,slew,815.0,220.870920887607,8.52603071347978,149.999738710284,0.0,ref
122,740388351.995,0,53418248,815,1,1,220.86319838994052,8.52312161860506,150.00026856832872,slew,815.0,220.871023437416,8.52624036246621,150.000649147553,0.0,ref
123,740388352.995,0,53418248,815,1,1,220.86333836847857,8.523303519216292,150.00028157287917,slew,815.0,220.871098571881,8.52644063163627,149.99742869477,0.0,ref
124,740388353.995,0,53418248,815,1,1,220.8633248286537,8.523444558970393,150.0003793631766,slew,815.0,220.871017222421,8.52659249148172,149.996945069995,0.0,ref
125,740388354.995,0,53418248,815,1,1,220.8632192213025,8.523610213283032,150.00039657132527,slew,815.0,220.871024948388,8.52680201340004,149.995710804993,0.0,ref
126,740388355.995,0,53418248,815,1,1,220.86313324329384,8.523691749138418,150.00045185008878,slew,815.0,220.871104951156,8.52688462319892,149.995039368997,0.0,ref
127,740388356.995,0,53418248,815,1,1,220.86316496743163,8.523880361206588,150.00028956680887,slew,815.0,220.871052850547,8.52700096045402,149.995276355523,0.0,ref
128,740388357.995,0,53418248,815,1,1,220.86301753314115,8.523918711969978,150.00025437747135,slew,815.0,220.870989677003,8.52715753657058,149.995677075362,0.0,ref
129,740388358.995,0,53418248,815,1,1,220.8630474074406,8.52419587204622,150.00004672453107,slew,815.0,220.870975172625,8.52744183966207,149.994780110803,0.0,ref
130,740388359.995,0,53418248,815,1,1,220.86294085632483,8.524306936869955,149.99998223177445,slew,815.0,220.871011636833,8.52766079502171,149.99501544298,0.0,ref
131,740388360.995,0,53418248,815,1,1,220.86306472936246,8.524585063131715,149.99973385792697,slew,815.0,220.870877712596,8.52785093287857,149.99141328441,0.0,ref
132,740388361.995,0,53418248,815,1,1,220.8630853508523,8.524803389794904,149.99952647178245,slew,815.0,220.870791281107,8.52802873998209,149.991484695298,0.0,ref
133,740388362.995,0,53418248,815,1,1,220.86304087285214,8.52502823335658,149.9993977698195,slew,815.0,220.870790980968,8.52831247954047,149.992385737271,0.0,ref
134,740388363.995,0,53418248,815,1,1,220.862866237131,8.525108532921374,149.99945206488496,slew,815.0,220.870736601464,8.52841889505346,149.991791307028,0.0,ref
135,740388364.995,0,53418248,815,1,1,220.86286313276105,8.525355648291207,149.99917794360397,slew,815.0,220.870659214236,8.52854945727833,149.991366497331,0.0,ref
136,740388365.995,0,53418248,815,1,1,220.86280116681635,8.525494442960989,149.998980798366,slew,815.0,220.870511429353,8.52871256388419,149.991744268087,0.0,ref
137,740388366.995,0,53418248,815,1,1,220.86265314142162,8.525684962733413,149.99884739029721,slew,815.0,220.870351609278,8.52882758443596,149.99152072394,0.0,ref
138,740388367.995,0,53418248,815,1,1,220.86250755632102,8.525775423193977,149.9987487138989,slew,815.0,220.870283023237,8.52898708509489,149.991597101125,0.0,ref
139,740388368.995,0,53418248,815,1,1,220.86246169758715,8.525935995391135,149.9984937588664,slew,815.0,220.870180145321,8.52898070745307,149.99227757314,0.0,ref
140,740388369.995,0,53418248,815,1,1,220.86242473227026,8.526055192831663,149.99827337701126,slew,815.0,220.870049783753,8.52906731295743,149.991999877481,0.0,ref
141,740388370.995,0,53418248,815,1,1,220.86230444868465,8.526160131082642,149.99812176244438,slew,815.0,220.869861137941,8.52907511201681,149.992297467167,0.0,ref
142,740388371.995,0,53418248,815,1,1,220.86229856043875,8.526257328921885,149.99795954301484,slew,815.0,220.869696862335,8.52926634081206,149.993471926522,0.0,ref
143,740388372.995,0,53418248,815,1,1,220.86205659600282,8.526317571088741,149.99796550744483,slew,815.0,220.869509248319,8.52935742058138,149.994223738973,0.0,ref
144,740388373.995,0,53418248,815,1,1,220.86191501148758,8.526400310508048,149.99813882849602,slew,815.0,220.869332428608,8.52954847394435,149.993431032386,0.0,ref
145,740388374.995,0,53418248,815,1,1,220.86168811635852,8.526605298139302,149.99833034084656,slew,815.0,220.869215720495,8.52984750511177,149.993925694699,0.0,ref
146,740388375.995,0,53418248,815,1,1,220.8616013063801,8.526918822209298,149.99860285961802,slew,815.0,220.868996362725,8.53020445936026,149.993111412124,0.0,ref
147,740388376.995,0,53418248,815,1,1,220.8613560758994,8.527227795420586,149.99886187378635,slew,815.0,220.868759463238,8.53055317053197,149.995337127169,0.0,ref
148,740388377.995,0,53418248,815,1,1,220.8611228813768,8.527612308534902,149.9991840718408,slew,815.0,220.868492425511,8.53088307434344,149.995858714174,0.0,ref
149,740388378.995,0,53418248,815,1,1,220.86089186367096,8.52793264036197,149.99932694944567,slew,815.0,220.868249501545,8.53101296191224,149.995904947981,0.0,ref
150,740388379.995,0,53418248,815,1,1,220.8603813047738,8.52805644059472,149.99987793904498,slew,815.0,220.867911844531,8.5311346425433,149.996226288254,0.0,ref
151,740388380.995,0,53418248,815,1,1,220.86024340738285,8.528304069135357,149.9996309034966,slew,815.0,220.867626399197,8.5313032957004,149.996897897066,0.0,ref
152,740388381.995,0,53418248,815,1,1,220.85987081862515,8.528390842143267,149.99961581046375,slew,815.0,220.867342021813,8.53131686720094,149.996114975564,0.0,ref
153,740388382.995,0,53418248,815,1,1,220.85961870454662,8.528465896528814,149.9994553871938,slew,815.0,220.867095963626,8.53126025291554,149.996255750432,0.0,ref
154,740388383.995,0,53418248,815,1,1,220.8594179469382,8.528433535139857,149.99929954822383,slew,815.0,220.866825937256,8.53114238181364,149.996464532712,0.0,ref
155,740388384.995,0,53418248,815,1,1,220.85932491619673,8.528407712428585,149.9990095484459,slew,815.0,220.866642857461,8.53111224117796,149.996222608467,0.0,ref
156,740388385.995,0,53418248,815,1,1,220.85916112834633,8.528339304165856,149.99858256642878,slew,815.0,220.866435613238,8.53093355886642,149.995982253477,0.0,ref
157,740388386.995,0,53418248,815,1,1,220.85895149676884,8.528210293691437,149.99843719753457,slew,815.0,220.866189357301,8.53084047343518,149.996047577402,0.0,ref
158,740388387.995,0,53418248,815,1,1,220.85875366219327,8.528077918799683,149.99811959601814,slew,815.0,220.865938769163,8.53067758826306,149.996217999644,0.0,ref
159,740388388.995,0,53418248,815,1,1,220.85855278048402,8.528000724461679,149.9979314335473,slew,815.0,220.865690129001,8.53056900299431,149.996344815041,0.0,ref
160,740388389.995,0,53418248,815,1,1,220.8583227076339,8.527825465776536,149.99766947817818,slew,815.0,220.865439212003,8.53043345596729,149.996497850789,0.0,ref
161,740388390.995,0,53418248,815,1,1,220.85808748778885,8.527808322183764,149.99746524794423,slew,815.0,220.865163851011,8.53039544745743,149.996377598906,0.0,ref
162,740388391.995,0,53418248,815,1,1,220.85787616977848,8.527665442531342,149.9972779837653,slew,815.0,220.864874069545,8.53021837266981,149.996712886326,0.0,ref
163,740388392.995,0,53418248,815,1,1,220.85753344774974,8.527624036374513,149.9971287276327,slew,815.0,220.864540656115,8.53000543974486,149.996655197251,0.0,ref
164,740388393.995,0,53418248,815,1,1,220.85736618604415,8.52750284520332,149.9969430556727,slew,815.0,220.864290427665,8.5298743574345,149.998411233311,0.0,ref
165,740388394.995,0,53418248,815,1,1,220.85710449436374,8.527458156693552,149.9968270093227,slew,815.0,220.863952814604,8.52974196014017,149.998918814369,0.0,ref
166,740388395.995,0,53418248,815,1,1,220.85681800821334,8.527314153277764,149.99673202717946,slew,815.0,220.86363999002,8.52961120911857,149.996102173909,0.0,ref
167,740388396.995,0,53418248,815,1,1,220.85647778910626,8.527235455214848,149.99680792921274,slew,815.0,220.863316137556,8.52959278033785,150.000403690332,0.0,ref
168,740388397.995,0,53418248,815,1,1,220.85619307214435,8.527105233768449,149.9968196069795,slew,815.0,220.863022375626,8.52957681782032,149.997508121036,0.0,ref
169,740388398.995,0,53418248,815,1,1,220.8558706842487,8.527129094266451,149.99711297042086,slew,815.0,220.862686177458,8.52963444359099,149.998460037635,0.0,ref
170,740388399.995,0,53418248,815,1,1,220.85568614043297,8.527247021990213,149.99732421662054,slew,815.0,220.862538849534,8.52976145783687,149.999719484445,0.0,ref
171,740388400.995,0,53418248,815,1,1,220.85554258589895,8.527434241110882,149.99740071875337,slew,815.0,220.862322743921,8.52982297548131,150.000247357564,0.0,ref
172,740388401.995,0,53418248,815,1,1,220.85534285789825,8.527477512070469,149.99763864644785,slew,815.0,220.862034143689,8.52981598510276,150.000281610383,0.0,ref
173,740388402.995,0,53418248,815,1,1,220.85506569050972,8.527394644873834,149.99784557883206,slew,815.0,220.861765588496,8.52967609512563,149.999648205949,0.0,ref
174,740388403.995,0,53418248,815,1,1,220.8548421589792,8.52736363846268,149.9979921112733,slew,815.0,220.861489982998,8.52956801582789,150.000361615822,0.0,ref
175,740388404.995,0,53418248,815,1,1,220.85463770966004,8.52725807212754,149.9979295089911,slew,815.0,220.861235903992,8.52932273306363,150.000003588288,0.0,ref
176,740388405.995,0,53418248,815,1,1,220.85443939648545,8.527080303791502,149.99799241160753,slew,815.0,220.861035088548,8.52910993682367,150.002065590947,0.0,ref
177,740388406.995,0,53418248,815,1,1,220.8542131509066,8.52679810568213,149.99796017781648,slew,815.0,220.860891787817,8.52881194748404,150.002191910934,0.0,ref
178,740388407.995,0,53418248,815,1,1,220.85403357305015,8.526546425306726,149.99797045595014,slew,815.0,220.860618806005,8.52851191382541,149.999706155426,0.0,ref
179,740388408.995,0,53418248,815,1,1,220.85386673638396,8.526266003132157,149.99781333536757,slew,815.0,220.860462933179,8.52818951783621,149.999871116351,0.0,ref
180,740388409.995,0,53418248,815,1,1,220.85370318796404,8.52589171022909,149.99776720542127,slew,815.0,220.86041223703,8.52782978347149,150.000418049057,0.0,ref
181,740388410.995,0,53418248,815,1,1,220.85365825665562,8.525433674583434,149.99764897928162,slew,815.0,220.860426664172,8.52736902834105,149.997589371343,0.0,ref
182,740388411.995,0,53418248,815,1,1,220.8536055869956,8.525041137094416,149.99753467743164,slew,815.0,220.860304149865,8.5269188288466,149.995258061659,0.0,ref
