,eclipse,obstype,legs,ra_max,ra_min,dec_max,dec_min,fuv_temp
7509,12211,CAI,12,323.310055213721,322.786553960268,0.508431064615066,-0.0055766479920621,29.9903708866664
7518,12220,unknown,0,323.596098387863,322.530585399529,0.821032204015579,-0.295356466493946,29.6272535324097
7519,12221,CAI,10,323.556726999537,322.600570266505,0.785351340588878,-0.25165597947781,29.2124404907227
7520,12222,CAI,12,323.604341046529,322.514739519871,0.781430494297582,-0.293804873870031,29.2124404907227
7521,12223,CAI,12,323.601144015011,322.516822201126,0.786629403629715,-0.316049030736135,29.5753631591797
7522,12224,CAI,12,323.603941047298,322.523761323846,0.811045986677176,-0.271630635692209,29.5753631591797
7523,12225,CAI,10,323.226679143202,322.910224903902,0.429773846713304,0.080631679274569,29.9384613037109
7524,12226,unknown,0,323.637218509869,322.505562847882,0.787650513565636,-0.285506519433929,29.5753631591797
7525,12227,CAI,12,323.613060812794,322.531940440305,0.804588997914329,-0.319947036626528,29.5753631591797
7530,12234,CAI,10,323.387547239647,322.730318846661,0.563321919578165,-0.0808767526839881,29.5753631591797
7531,12235,CAI,5,323.159976403359,322.998865608814,0.319658675797398,0.163794245775539,29.5753631591797
7532,12236,CAI,12,323.482048364115,322.647690609617,0.653466501586839,-0.166040481009138,29.5753631591797
7533,12237,CAI,12,323.599661083641,322.593671760282,1.07014550165404,-0.325536359255374,29.9182891845703
7534,12238,unknown,0,323.556278392581,322.657402324557,0.940990191878465,-0.214607959741506,30.3018283843994
7536,12240,CAI,10,323.412458529019,322.740256765003,0.596486777371,-0.0913950003560648,30.3104885192144
7537,12241,unknown,0,323.327636006742,322.85848486115,0.495399175529147,-0.0022155986934588,30.3018283843994
7543,12249,CAI,10,323.541798547796,322.547941580806,0.769082596134329,-0.247913228977655,30.6655540466309
7544,12250,unknown,0,323.525422647803,322.574116232805,0.676155307584312,-0.149653872800865,30.4302021475399
7548,12255,CAI,10,323.573967258938,322.780859187007,0.929354082789023,-0.262299113198441,29.9384613037109
7549,12256,CAI,10,323.39208458227,322.710949879242,0.584586948241938,-0.0901262857545201,30.3018283843994
7550,12264,CAI,12,323.63357152354,322.520860863141,0.784548471791724,-0.288153809587477,30.6490858251398
7551,12265,CAI,12,323.617094791788,322.492666215394,0.924110333007295,-0.261510244487572,31.0297241210938
7552,12266,CAI,12,323.502711642157,322.637370405121,0.65611231249856,-0.165504305389416,31.0297241210938
7553,12267,CAI,10,323.415965536804,322.691311224082,0.596480367950226,-0.0782195141003336,31.3944301605225
7554,12268,unknown,0,323.392831435468,322.79659586583,0.594645837170177,-0.0740157732003945,31.3944301605225
7555,12269,CAI,12,323.494375989122,322.853374127078,0.605485027620844,-0.0203850542836769,31.0151573181152
7556,12270,CAI,12,323.617740160832,322.486213499631,0.784858039165643,-0.28561624168961,31.0297464529673
7557,12278,CAI,10,323.231341026753,322.880873156526,0.40911996077172,0.0704335186490174,31.7642769519194
7559,12280,CAI,12,323.613442519036,322.504617258884,0.783157938306411,-0.291609063407304,31.7449714557545
7560,12281,CAI,12,323.494970959295,322.656597970994,0.655345196131754,-0.1731225352206,31.4086923475389
7561,12282,CAI,10,323.567107452177,322.583877765779,0.770523072294682,-0.244007606724064,32.1257934570312
7564,12285,CAI,10,323.559362446952,322.582367394527,0.758443432744312,-0.2528894457774,30.6704488627116
7628,12424,CAI,12,323.482664616858,322.678606491875,0.674274800024917,-0.153947403846714,
7629,12425,CAI,10,323.53819275825,322.571485123638,0.770746069151979,-0.239196810603344,
7630,12426,CAI,12,323.604859528121,322.5155058999,0.796789478091055,-0.27449347422979,
7631,12427,CAI,12,323.606229981199,322.466731498856,0.792401285013571,-0.295084909511616,
7639,12438,unknown,0,323.537270040148,322.587638698121,0.765651460549803,-0.292286433307423,29.5696328012567
7640,12439,CAI,12,323.301669500774,322.751176913301,0.508069313016542,-0.020967444797714,29.6892791573518
7642,12441,CAI,10,323.518156192728,322.56296847966,0.776013540223376,-0.242217050375023,29.9384627117536
7643,12442,CAI,10,323.390689632611,322.733399737704,0.602248919907352,-0.0889235026794131,29.20289152045
7644,12443,CAI,12,323.611596860179,322.522357484719,0.785349515123087,-0.263787923826564,29.226584360197
7663,12499,CAI,12,323.612417979191,322.514130755949,0.801603300514972,-0.28602757940715,28.3249369943218
7664,12500,CAI,10,323.384757879439,322.742309970876,0.599846951853742,-0.0824137442679439,28.858815285155
7673,12511,unknown,0,323.555020031025,322.524511271993,0.76176178118986,-0.279959308636002,28.8670710803353
7685,12525,CAI,12,323.472035944976,322.479434778524,0.665342721931491,-0.153891390750774,28.4838945130064
7687,12527,unknown,0,323.475683775722,322.681096132426,0.692284868539043,-0.175429639321972,29.0464366619883
7697,12539,CAI,12,323.293335954376,322.794762913073,0.505460871106158,0.006689513830114,28.8463922011114
7698,12540,CAI,10,323.572185885965,322.380694262013,0.755744790157778,-0.256120498739351,28.4980411134236
7702,12544,CAI,10,323.412651677463,322.529223769597,0.597741839353741,-0.0708595432008434,30.3018283843994
7714,12557,unknown,0,323.497821833926,322.645305228353,0.661083056387369,-0.164974285401159,28.1164015361241
7715,12558,CAI,12,323.464726374575,322.658519497879,0.667727227052036,-0.163512845369053,30.1595740379171
7724,12568,CAI,10,323.603880477313,322.535235298822,0.772274809292424,-0.239378205620179,28.6112869420701
7727,12571,CAI,10,323.394594847383,322.573246812067,0.591418333412175,-0.087913739289622,28.4850235259134
7728,12572,CAI,10,323.38655427979,322.727174697742,0.60025037099426,-0.0921309924465031,29.9384613037109
7737,12582,CAI,10,323.55646082624,322.377957179539,0.750992294753915,-0.253021143505516,28.8496016269666
7740,12585,CAI,12,323.613059028851,322.513368818836,0.808703133159295,-0.279913558223831,28.4917310688594
7742,12587,CAI,12,323.631437446019,322.510637305462,0.806995229240415,-0.273392497285719,28.1203561328706
7756,12601,unknown,0,323.301727982184,322.648265712045,0.506398722318949,0.003535495845969,28.1687930588029
7757,12602,CAI,12,323.478581128063,322.654641450194,0.675311334726795,-0.188044774447252,29.6001929992285
7771,12628,CAI,12,323.636192876259,322.526446844739,0.812785042736267,-0.288081118579923,
7773,12630,CAI,12,323.596711976128,322.531308925856,0.866898367887281,-0.31212473323591,
7774,12631,unknown,0,323.545126989976,322.56060663985,0.731871696984778,-0.253575584108418,
7783,12640,unknown,0,323.308811055855,322.792753438629,0.502984898794616,-0.003227325584891,
7785,12642,CAI,12,323.616323379788,322.526176977574,0.770030041375701,-0.277940481353805,
7786,12643,CAI,12,323.473344000342,322.640458921921,0.677447828132768,-0.148160066887145,
7788,12645,CAI,10,323.623313142658,322.511362403921,0.757958339986213,-0.14053449085054,
7797,12654,CAI,10,323.236847057574,322.908967986939,0.427461814886075,0.0754044338738968,
7798,12655,CAI,12,323.478468806032,322.544816368887,0.738372304185483,-0.15166722423451,
7799,12656,unknown,0,323.233551735785,322.89994235333,0.416498825182413,0.0779028151873027,
7800,12657,unknown,0,323.287524325522,322.778053743214,0.5090478006121,0.0148554129942251,
7801,12658,CAI,10,323.392824432074,322.739277635233,0.601598448239168,-0.0623510677932439,
7802,12659,CAI,12,323.600702936688,322.525318113861,0.802429115035246,-0.29119292458834,
7803,12660,CAI,5,323.165621222688,322.978976529058,0.34604464499187,0.177122588544501,
7810,12668,CAI,10,323.39533485256,322.719749215701,0.594681713222018,-0.120849912412061,
7811,12669,CAI,12,323.467555243645,322.465417178652,0.739502654844213,-0.188908840064163,
7812,12670,CAI,5,323.161631837526,322.991796123207,0.328246238155633,0.179020847092401,
7813,12671,CAI,12,323.311016629388,322.81492325634,0.490353732217769,-0.0110653671580312,
7815,12673,unknown,0,323.232207542377,322.865184694535,0.425797599797779,0.0869306963174532,
7816,12674,CAI,10,323.54073933246,322.586942833599,0.756195743916559,-0.156466335982643,
7817,12675,CAI,12,323.482868082714,322.666088354134,0.659320752443986,-0.183395112009168,
7826,12684,CAI,10,323.562825163467,322.59512540114,0.426684099222966,-0.166433873493328,
7829,12687,CAI,10,323.408250628877,322.722573701485,0.597669690660798,-0.094080469644429,
7830,12688,CAI,12,323.471016272304,322.640887093809,0.704646426047922,-0.15052106247588,
7877,12765,CAI,10,323.55216805898,322.57024587556,0.750888374929968,-0.258545632712483,
7881,12769,CAI,12,323.337145257451,322.781535017049,0.569969158538918,-0.0132545084268948,
7882,12770,CAI,12,323.472120255498,322.656200536147,0.670919323738723,-0.163965579656066,
7883,12771,CAI,10,323.393221417041,322.744298967294,0.59309496898051,-0.101121170246733,
7884,12772,unknown,0,323.655037804422,322.538537025272,0.795608171347233,-0.3083853451765,
7885,12773,CAI,12,323.339585384309,322.827474937972,0.506069753629438,-0.015510756397907,
7886,12774,CAI,10,323.229700240136,322.890045952117,0.413689530012732,0.0780625721705984,
7887,12775,CAI,10,323.560657537675,322.565602356393,0.744241032270187,-0.255921759425769,
7888,12776,CAI,10,323.549504084844,322.370005670073,0.757174405393722,-0.254689767807032,
7889,12777,unknown,0,323.485222163838,322.77646160608,0.686962816570515,-0.154954126044064,
7890,12778,CAI,10,323.234872210232,322.888528387163,0.423643932182144,0.0821557677348922,
11782,17480,CAI,12,323.611598928658,322.513359820545,0.799485926029849,-0.27482695057827,31.026953794661
11785,17483,CAI,10,323.544217940774,322.571225272938,0.752935437182425,-0.260585701920994,29.2604443636318
11795,17493,CAI,12,323.520772970347,322.666408666606,0.653856231791883,-0.158125622159499,30.0186907079098
11796,17494,unknown,0,323.372839008475,322.712384359348,0.520064500531409,-0.0901461213853802,29.9314310954167
11799,17497,CAI,12,323.31461189061,322.818650675094,0.493035050786689,0.0025197394239265,29.5538639187726
11800,17498,CAI,10,323.229595661588,322.908077880947,0.418162114335849,0.0750144773123744,29.9939610491918
11806,17505,CAI,5,323.42359306086,322.958055574204,0.438495377531667,0.164641592189695,30.5162592691282
11829,17540,CAI,12,323.60337667862,322.519461716644,0.79998064738913,-0.275584967022202,29.6489298115606
12148,17899,CAI,12,323.496493672077,322.656302394292,0.660582169013725,-0.158331581377764,29.6600554499924
12149,17900,CAI,10,323.599521414322,322.492016088752,0.756631584448631,-0.254692029418466,30.0413024810724
12150,17901,unknown,0,323.401068825357,322.629704630411,0.585680541565136,-0.0930791427998118,29.7687422402135
12151,17902,CAI,10,323.390442365832,322.741645201983,0.586229380191054,-0.0899099867281458,29.6671904696625
12152,17903,CAI,5,323.156330177856,322.994242374641,0.332021570364284,0.161557835336383,29.4806805499736
12178,17930,CAI,5,323.174508380398,323.002147166499,0.335746083816313,0.163598197263782,28.7670487769972
12179,17931,CAI,10,323.554878564172,322.585893052687,0.759130595711613,-0.277789728559918,29.6210959069104
12180,17932,CAI,12,323.61008535692,322.536551578622,0.79228499733855,-0.285750214148965,29.5299642074871
12181,17933,CAI,12,323.473361358716,322.655654664654,0.656589935047667,-0.161009569507142,28.866695810561
16134,22667,CAI,5,323.15457689367,322.988179668926,0.337423371352069,0.157681499952104,29.0031859129667
16135,22668,CAI,10,323.231617042241,322.899121618468,0.41915546164984,0.0711620632462104,28.9664630751879
16139,22675,CAI,12,323.315882402633,322.82328192025,0.488481723989654,-0.013466387752793,28.910273525971
16140,22676,CAI,10,323.394959292941,322.752004050359,0.587860423371801,-0.0845240352026441,29.0771230257265
16141,22677,CAI,12,323.481234508771,322.669158971087,0.661274445334381,-0.154620432727859,28.8771421992646
16142,22678,CAI,10,323.553722949192,322.594532971469,0.762184759852643,-0.268383966006031,29.2343902164339
16143,22679,CAI,12,323.636709450651,322.534145742341,0.790635179088497,-0.279709460523184,29.1930920741802
16144,22680,CAI,12,323.480884464022,322.668181616715,0.659375566510173,-0.159985258133177,29.3315705525972
16145,22681,CAI,10,323.576493202365,322.589670106903,0.749661437443821,-0.261781008825509,28.7584332028318
16146,22682,CAI,10,323.412946915435,322.726486631535,0.598836580685058,-0.0886800287140257,29.0878064391936
16179,22733,CAI,12,323.610555067967,322.537586821215,0.793871682738953,-0.276314981964843,29.692583996014
16180,22734,CAI,10,323.557701176972,322.600072691441,0.750897826560656,-0.162176407995088,29.6892381344452
16182,22736,CAI,5,323.165444149538,322.986328094766,0.345290595937926,0.170041226812481,30.2077302482042
16185,22739,CAI,10,323.393251077532,322.747164072984,0.619727547176998,-0.0685290994970958,31.3585195367744
16192,22748,CAI,12,323.322181053178,322.828130871696,0.515054812980355,-0.0081451476415061,30.5651575935446
16195,22751,CAI,12,323.612958579903,322.522919589816,0.804300447260577,-0.272310903320467,31.9678958204019
16196,22752,CAI,10,323.567057605064,322.569243132363,0.765287843058835,-0.246309394601852,30.4121390070716
16197,22753,CAI,12,323.475070553948,322.660326001074,0.677909646653192,-0.141618617698717,29.1460839329029
16198,22754,CAI,10,323.232235885418,322.884446294841,0.438345275936331,0.0904885268054172,28.9733932074495
16206,22764,CAI,12,323.590904374002,322.526962592192,0.797255907100812,-0.277007719469116,29.6432629084207
16207,22765,CAI,10,323.389705655631,322.73697974635,0.59797749898025,-0.0794601706288244,29.0209686356014
16208,22766,CAI,12,323.47606070651,322.643628659154,0.677544878745117,-0.143456784713409,28.9241607793449
16209,22767,CAI,10,323.584147312983,322.337724760286,0.755697089439949,-0.25744281151976,27.9563793689013
16210,22768,CAI,12,323.601673684537,322.532978315934,0.799395439601339,-0.276975056974902,28.7307951322315
16217,22777,CAI,5,323.159853422991,322.978611390329,0.334877611805398,0.165448145128248,27.9580067253353
16219,22779,CAI,10,323.237325072146,322.90376531698,0.435839200592698,0.107085404378196,28.498420473276
16220,22780,CAI,12,323.301677768065,322.810642134296,0.513707841921757,0.0183241524545202,28.7983329070534
16221,22781,CAI,10,323.387809910236,322.744613180311,0.591865499228908,-0.0910358490478356,27.9740096396362
16222,22782,CAI,12,323.485428684562,322.655211572692,0.66403078159826,-0.149175842926122,29.1942155324656
16223,22783,CAI,10,323.558519701121,322.602248203507,0.779125389595864,-0.24673320917314,28.5753870757813
16226,22792,CAI,12,323.629456504682,322.543038605067,0.781744305887963,-0.296231009368161,28.2928648741075
16227,22793,CAI,12,323.473437385672,322.635531807386,0.669611784312289,-0.148902870154211,29.8289312268586
16230,22796,CAI,10,323.546628080872,322.59218380925,0.771674270567951,-0.24207291035929,30.0159715949387
16231,22797,CAI,10,323.393872531611,322.732084305804,0.579466541462482,-0.0821503359020661,28.4066738675157
16740,23376,CAI,5,323.169516241461,322.986767725877,0.342515463372017,0.154873513062826,29.6105138998765
16742,23378,CAI,10,323.232174722505,322.902872534075,0.413305680240132,0.0807930845141163,29.5339186257551
16743,23379,CAI,12,323.303366838695,322.809915110496,0.504663460110434,0.0103807869259746,29.9538947231764
16744,23380,CAI,10,323.39457729363,322.684252462916,0.542217436707942,-0.0892858870594186,29.627059354527
16745,23381,CAI,12,323.492950576759,322.657104742665,0.66705170628873,-0.153196970336909,29.6335045049882
16746,23382,CAI,10,323.557859676915,322.580856194364,0.764067557290844,-0.244359614360821,29.8417260621293
16748,23384,CAI,12,323.600275330754,322.525108803345,0.783132152051836,-0.309672185812062,29.2934622761058
16751,23391,CAI,10,323.386726225244,322.74286257708,0.579944203454123,-0.0959330061005674,30.9882272639745
16752,23392,CAI,12,323.316895079223,322.823457488841,0.504530543101078,0.0126114057383147,30.8886401142892
16753,23393,CAI,10,323.224529126841,322.876872400693,0.425256765629601,0.0840428531640952,30.4984454967171
16754,23394,CAI,5,323.168016171909,322.976703927422,0.343563758434506,0.170713304454042,30.2128472376596
16755,23395,CAI,12,323.479594814518,322.6610104282,0.66626784013631,-0.15007248490524,30.1566829610439
16756,23396,CAI,10,323.557180526135,322.570000381154,0.763348734835024,-0.249663586912701,30.2286759480259
16758,23398,CAI,12,323.615026286154,322.525142637453,0.785067940375249,-0.284513107786348,29.9359705271738
19941,27775,CAI,12,323.475045260839,322.662396896484,0.674140877207541,-0.151930115524076,27.0296696461202
19948,27782,CAI,10,323.548959299993,322.5790957876,0.655228147740122,-0.256017802810415,26.9851844729488
19954,27788,CAI,12,323.607592372362,322.533196935942,0.640293204687863,-0.285536976358711,27.1365411596057
20016,27852,CAI,10,323.397088110224,322.740873364618,0.589307073498612,-0.0863400026351996,28.2706026196211
20025,27861,CAI,5,323.158102346988,322.993726242485,0.330261629666994,0.153977601425782,28.5227295488139
20026,27862,CAI,10,323.240818356076,322.91125273826,0.42109602061764,0.0824747149233906,28.296570555229
20027,27863,unknown,0,323.30797427093,323.115925254761,0.186623273058818,0.0051317041423253,28.4098554464487
20086,27922,CAI,6,323.024191874393,322.421893183337,0.382606802664023,0.0727760862002946,30.9474730537873
20087,27923,CAI,6,322.95990793252,322.491137843054,0.309442050698112,-0.134059890797302,30.4416267803565
20089,27933,CAI,5,323.169811015086,322.983248474362,0.334062612804506,0.171715772788908,30.598438746391
20091,27935,CAI,12,323.321110533182,322.823950866527,0.504128747928594,0.006401414715396,29.9391129935781
20092,27936,CAI,10,323.395750469287,322.736630016167,0.599191125755553,-0.0803037610230123,30.3431473155746
20093,27937,CAI,12,323.48491455297,322.655860900855,0.65710032847645,-0.168846582194197,29.5922124892101
20094,27938,CAI,10,323.57080955249,322.576210141015,0.766286823710212,-0.15101759726981,30.5381143519332
20095,27939,CAI,12,323.603485204971,322.53292355215,0.784005977254137,-0.286941220964285,29.6257707999571
20103,27947,CAI,5,323.145734576131,322.997954503479,0.346176393715156,0.176400467353471,31.2756119964253
20104,27948,CAI,10,323.230836200417,322.890327561981,0.427784132840694,0.0885088304586934,31.7263167847189
20105,27949,CAI,12,323.326757188566,322.834533261729,0.49700379724404,0.0054470075462175,30.3921859039115
20106,27950,CAI,10,323.406690700248,322.733714685679,0.583435152447288,-0.0881444950168467,30.3202096477503
20107,27951,CAI,12,323.493285392074,322.654296999017,0.660366361731459,-0.158148670276068,30.0814111429998
20108,27952,CAI,10,323.547009569634,322.580812201712,0.775962109967796,-0.152740012087441,30.6710094621919
20109,27953,CAI,12,323.603154988094,322.528787801419,0.799083781318843,-0.285764507901897,30.6581330392944
20117,27962,CAI,5,323.171514275245,323.012354352577,0.333612871411308,0.164276401082779,30.2217169462172
20118,27963,CAI,10,323.237379701958,322.903694848798,0.412897710375114,0.0757623142518965,30.5335764035603
20119,27964,CAI,12,323.322333935493,322.829742814929,0.499987474675102,0.0039627298210848,29.5860003232313
20120,27965,CAI,10,323.39557348042,322.736550007113,0.5938315059622,-0.0790990490220507,31.2302854502643
20121,27966,CAI,12,323.494380648435,322.656111950902,0.659788787009331,-0.168626561356674,30.132238889463
20122,27967,CAI,10,323.545060213419,322.589194764927,0.755447718221196,-0.237581491935724,29.3624978044967
20123,27968,CAI,12,323.606679087397,322.520703384259,0.765159045848381,-0.268823965226285,27.936781692999
20130,27977,CAI,5,323.163319484112,323.002799922119,0.344937842901074,0.16468580714582,28.1604677200317
20131,27978,CAI,10,323.213344266222,322.88928990212,0.434494859950486,0.0863080509552332,28.4133421152024
20133,27980,CAI,10,323.386894077602,322.73865248795,0.539071458874284,-0.0769763200018945,27.4000713619349
20134,27981,CAI,12,323.487671620354,322.66383170353,0.666289252205217,-0.153250519009201,27.2998470959238
20135,27982,CAI,10,323.570336648176,322.567205659794,0.75797338341917,-0.236137075462993,28.073132884031
20142,27991,CAI,12,323.609268545056,322.536172869642,0.788982514253314,-0.285649502022303,27.7842473081453
20143,27992,CAI,5,323.153759200003,322.986839672177,0.355868468113596,0.170177090213849,28.6331532490984
20144,27993,CAI,10,323.24128014025,322.899635937765,0.433922819271322,0.0877095909915578,29.0045598692364
20145,27994,CAI,12,323.3114645202,322.788580287324,0.511981483300348,0.0120448934569042,28.7812383028204
20146,27995,CAI,10,323.41937723246,322.473515718287,0.581462526804063,-0.0932764209852524,27.6785102514873
20147,27996,CAI,12,323.475882909298,322.858232659927,0.563514012008595,-0.520968539779673,28.3796465064425
20153,28006,CAI,12,323.592181057009,322.539788140253,0.79794901841394,-0.27940356199485,29.4274875424836
20154,28007,CAI,10,323.549841896811,322.549040739696,0.765430491404505,-0.244448829217736,29.7962694357625
20155,28008,CAI,5,323.16593274265,322.985145209128,0.349988225847736,0.17201344494092,29.1777858577705
20156,28009,CAI,10,323.235955144696,322.91097217732,0.419325633362818,0.0832729720447715,28.0016745389775
20157,28010,CAI,12,323.320158005568,322.827039045818,0.50079513398503,-0.0044787634720446,27.0454513439856
20158,28011,unknown,0,323.389634954526,322.711533472606,0.606165393894307,-0.0763322129527764,28.4041717513652
20165,28020,CAI,10,323.556954990678,322.616572454853,0.770928857441089,-0.242924382676502,29.0669725643662
20166,28021,unknown,0,323.71311364121,322.52159719532,1.0260232227564,-0.298582738662426,28.4080601275409
20167,28022,CAI,12,323.47231332809,322.640627177611,0.674068659187864,-0.15002310816655,28.5786452061464
20168,28023,CAI,5,323.147726823383,322.97344417552,0.345382409306153,0.17339661174151,28.2992944687247
20169,28024,CAI,10,323.222530470136,322.896584189344,0.429837773769524,0.0852487359419331,28.8635027176781
20170,28025,CAI,12,323.326854390902,322.806601699785,0.511670592318771,0.0107513458549306,29.2646207759217
20178,28035,CAI,12,323.490714550218,322.665965207635,0.665241911320908,-0.158879845200036,28.2399506062533
20179,28036,CAI,10,323.553373725146,322.564491343591,0.775937506185192,-0.247505070925905,28.9056099689368
20180,28037,CAI,12,323.607429536207,322.534100444143,0.870653636199433,-0.29108252675369,27.9821815763406
20181,28038,CAI,10,323.39052094113,322.741629322874,0.623891659128675,-0.0643082751802216,27.3992360855888
20182,28039,CAI,5,323.165616013677,323.000507402164,0.305706982828358,0.160298984306954,26.9251934192619
20190,28049,CAI,12,323.324456332122,322.819598461171,0.526341308121587,-0.0251899179784562,28.0731620966692
20191,28050,unknown,0,323.416139747751,322.737210379982,0.594660604505671,-0.0732384568647936,28.3222755819718
20192,28051,unknown,0,323.467182824878,322.641792028196,0.668246742064501,-0.147788455225795,28.4909679118745
