,eclipse,obstype,legs,ra_max,ra_min,dec_max,dec_min,fuv_temp
20193,28052,CAI,10,323.538197126713,322.578380613375,0.74455321591518,-0.265681690769749,27.4833442704073
20195,28054,CAI,10,323.237804734432,322.91056213373,0.434063191589869,0.0729858788735655,27.4633543973558
20202,28064,CAI,6,323.030447329856,322.718040827526,0.40240963919432,-0.235112034913732,27.6200559762426
20203,28065,CAI,6,322.966310507653,322.53993131352,0.304202762187302,-0.136945590149504,29.063384306196
20205,28067,CAI,5,323.148843732277,322.987624456998,0.348213034004434,0.182748639287012,28.1799659716816
20206,28068,CAI,10,323.237902075926,322.911986226913,0.439442984706208,0.0962292871338493,27.1163713436448
20329,28208,CAI,5,323.164330881552,322.992871802844,0.347680574967303,0.156083759797165,30.4441607677066
20330,28209,CAI,10,323.232948959293,322.895002933087,0.434460970401259,0.0874495492965566,30.4982442835898
20331,28210,CAI,12,323.334873146326,322.813553375369,0.517887902852715,-0.0027428849688677,31.8722851080176
20332,28211,CAI,10,323.40614862627,322.762891585688,0.584451435491114,-0.0875274553614698,30.6694579604351
20333,28212,CAI,12,323.483532489269,322.670098018997,0.679833306759832,-0.159414341098572,30.2695465572341
20334,28213,CAI,10,323.543353849343,322.582451414272,0.761787962841472,-0.251512885573173,31.6634923044655
20339,28222,CAI,10,323.543034056837,322.559836904615,0.757629524774543,-0.247071249720433,30.965008356485
20340,28223,CAI,10,323.39432950525,322.75046711045,0.592290915644899,-0.0787200297906088,30.0917189767552
20341,28224,CAI,12,323.475629608916,322.66587798067,0.659994935184203,-0.166412838708576,30.1428383186806
20344,28227,CAI,12,323.636788011804,322.532283431468,0.797366946233619,-0.287541191331207,31.7351267754419
24307,33110,CAI,5,323.160824157858,323.009826214496,0.334736878524561,0.158868479915121,
24312,33115,CAI,6,322.737170786384,322.720397730463,0.374653144653593,-0.233352548946164,
24313,33116,CAI,6,322.949093812743,322.50540860315,0.287363030666179,-0.148627577996051,
24314,33117,CAI,6,323.039822617469,322.42789810963,0.385543623300313,-0.220726343111668,
24315,33118,CAI,10,323.244557893356,322.900402110983,0.42433860441915,0.0768675144476613,
24316,33119,CAI,12,323.321079792095,322.831044359918,0.501496343669077,0.0075518874408928,
24317,33120,CAI,10,323.404899597082,322.748036534248,0.609793399229573,-0.081006934186751,
24318,33121,CAI,12,323.474415483788,322.666836661785,0.656951419585405,-0.156327192286629,
24319,33122,CAI,10,323.558669390796,322.574623227459,0.759235256361585,-0.253159735635821,
24320,33123,CAI,12,323.60906513277,322.526651173882,0.779885973080565,-0.282724411922313,
24328,33138,CAI,12,323.610238498817,322.540805858891,0.800494606495618,-0.270713412759893,
24336,33147,CAI,10,323.560143410377,322.577364853501,0.766560884760037,-0.257572888556496,
24337,33148,CAI,12,323.499568865636,322.660223430442,0.674239679627158,-0.155484390532659,
24338,33149,CAI,10,323.393487275679,322.752536484899,0.599584605491495,-0.0864268314172675,
24339,33150,CAI,12,323.318242343508,322.807399437064,0.5096017094847,0.0137814076938877,
24340,33151,CAI,10,323.234046953983,322.910805648702,0.421478669754521,0.0939507589879212,
24341,33152,unknown,0,323.602616675385,322.525899660203,0.845034387718659,-0.248426619972027,
24353,33176,CAI,12,323.605639912631,322.522478569455,0.785185774006333,-0.288599975045589,
24354,33177,CAI,10,323.237034183126,322.910255262671,0.453782767182321,0.0839752142686891,
24355,33178,CAI,12,323.314427582148,322.801131101845,0.53719122662166,0.0303466711758043,
24356,33179,CAI,10,323.389646963342,322.748247648524,0.601381747966796,-0.0784849112652232,
24357,33180,CAI,12,323.472953317243,322.623254586136,0.675241609894416,-0.147377216240748,
24358,33181,CAI,10,323.552180755462,322.588583584913,0.747385993471217,-0.239507959555254,
28369,38722,CAI,5,323.148424494423,322.985719828572,0.352610339822718,0.16745707220687,
28370,38723,CAI,10,323.226103872339,322.890418000391,0.431419748841919,0.0839359847208137,
28371,38724,CAI,12,323.316690862775,322.820385459606,0.507436798098903,0.0057946066005488,
28372,38725,CAI,10,323.394059658321,322.720217589412,0.5755657557706,-0.0879158977368009,
28373,38726,CAI,12,323.474581846916,322.648238964116,0.704005288359153,-0.154027713949452,
28374,38727,CAI,10,323.563527892163,322.565741101813,0.773596017408369,-0.256633831741203,
28375,38728,CAI,12,323.600350266284,322.528866440804,0.828342875239436,-0.242668148162889,
28397,38750,CAI,5,323.161709498112,322.989723796365,0.345280486369333,0.184565226313247,
28398,38751,CAI,10,323.231470998165,322.892293798339,0.418198898612981,0.0785461558421,
28399,38752,CAI,12,323.310481956672,322.791683254925,0.493229499221361,-0.0006660416599998,
28400,38753,CAI,10,323.397811335233,322.723004736458,0.53014282529908,-0.0782383922897421,
28401,38754,CAI,12,323.47336762843,322.651509830407,0.661389356735423,-0.160562012023379,
28402,38755,CAI,10,323.544429645426,322.581163446758,0.662061922053484,-0.255551306173,
28403,38756,CAI,12,323.624804696409,322.576246651422,0.784248425686583,-0.286261482016425,
28427,38780,CAI,5,323.138101071355,322.986629833144,0.348177928518738,0.171349258638966,
28428,38781,CAI,10,323.232653032917,322.901904812757,0.428010816404299,0.0774071942332299,
28429,38782,CAI,12,323.322739355587,322.806874114589,0.501138970314456,0.0091295265813914,
28430,38783,CAI,10,323.407305747147,322.736867262702,0.597173074519021,-0.0821087760014898,
28431,38784,CAI,12,323.495487511063,322.621224324751,0.651273741327396,-0.157577160611127,
28432,38785,CAI,10,323.539354486704,322.501945181419,0.827508404253807,-0.257825211792188,
28433,38786,unknown,0,323.601820490919,322.529239411757,0.790959774503849,-0.284721420957966,
28456,38811,CAI,5,323.142182450014,322.984331694342,0.339127287097269,0.169980137162119,
28457,38812,CAI,10,323.218242820488,322.89351800665,0.431871334746323,0.0842608432541262,
28458,38813,CAI,12,323.318673828769,322.76479474931,0.646147338411313,0.0002166854502353,
28459,38814,CAI,10,323.41595870583,322.730693399498,0.586700532722468,-0.0892487983907935,
28460,38815,CAI,12,323.502359207714,322.654725475829,0.66504225842406,-0.166068294558281,
28461,38816,CAI,10,323.559847753877,322.577613689967,0.759937030267676,-0.248990282483074,
28462,38817,CAI,12,323.614797585312,322.517669412192,0.795614851035787,-0.285614187553165,
28701,39120,CAI,5,323.163210201604,322.996644024775,0.333310894816924,0.168327609102075,
28702,39121,CAI,10,323.22126992664,322.895708613528,0.421398795445065,0.082033814752865,
28703,39122,CAI,12,323.319834812328,322.814429539336,0.499774383723534,0.0014908208350012,
28704,39123,CAI,10,323.390197489451,322.719981227963,0.594339337669583,-0.0954586685109534,
28705,39124,CAI,12,323.559282624254,322.659891919823,0.67701929370971,-0.0481118558180156,
28706,39125,CAI,10,323.542120787197,322.566884569752,0.779830742881371,-0.234546178929544,
28707,39126,CAI,12,323.597720081433,322.524184940823,0.795846213101275,-0.292396491950081,
28822,39395,CAI,5,323.167515344233,322.969108093003,0.338456705076918,0.170147047550057,
28823,39396,CAI,10,323.237885045315,322.903025891812,0.424777559032421,0.0898218686520229,
28824,39397,CAI,12,323.336953779497,322.820907236044,0.494467739397264,0.0005321545078139,
28825,39398,CAI,10,323.414601720207,322.695998633618,0.58665134549478,-0.0786766797869707,
28826,39399,CAI,12,323.475960618973,322.651667419581,0.666511219236189,-0.154041063684027,
28827,39400,CAI,10,323.556300364,322.587296555846,0.760131230490829,-0.253930853035544,
28828,39401,CAI,12,323.610018373092,322.524112093721,0.787302722417076,-0.313176481285057,
28836,39409,CAI,5,323.170836898601,322.960697261089,0.344082636009931,0.170148015661422,
28837,39410,CAI,10,323.254605068891,322.912048200429,0.429420743597655,0.0845993519573563,
28838,39411,CAI,12,323.440973558726,322.877844157914,0.498106758704633,0.300718691301377,
28839,39412,CAI,10,323.402040589576,322.750315181356,0.591432017628347,-0.0866323904136753,
28840,39413,CAI,12,323.483722350965,322.639143360418,0.664926883263221,-0.1784397675232,
28841,39414,CAI,10,323.545975391584,322.581487727513,0.751328168409868,-0.25946344168331,
28842,39415,CAI,12,323.60600096855,322.530221819696,0.788241251062885,-0.278564584730283,
32444,44288,CAI,0,323.069222980404,323.034463575914,0.634491721971487,0.217412930641092,
32531,44405,CAI,0,323.077681721389,323.041496180675,0.261819130098009,0.222637913692333,
