,id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag
65,66,1514.3650001369851,1624.6494075848498,0.6455838339829152,0.12446081079725395,-0.010976628734725878,25,0.0,1.1775250434875488,1.1880623136206636,-0.1870980497439953
66,67,2558.1811012917283,1625.9583754075425,0.11638390853659765,0.2723124105078084,0.3443028852857493,25,0.0,1.0546205043792725,1.626312495806356,-0.5280099973097154
67,68,1135.9410720283024,1641.7593652884211,0.748444028529851,0.37935137832723714,0.1883879318979464,25,0.0,6.0194291472435,5.113593234525389,-1.7718154467761447
68,69,1134.7847104076504,1641.6897279830291,0.3131147146051653,-0.8385407161636116,0.4820865584713577,25,0.0,1.2165002524852753,1.2952902012425294,-0.28091770034589486
69,70,79.59107224545843,1648.0,0.903985854459189,-0.6107669794458851,-0.47273619682505347,25,0.0,4.064901351928711,3.2113233379171855,-1.266710088739964
70,71,346.64344705152007,1651.361799451707,0.6428773924733147,-0.007708071438321679,0.003992889284586851,25,0.0,1.1190349757671356,1.1323355462679936,-0.13493785224308918
71,72,1345.0,1660.4099009004278,0.9045534895436944,0.18079663999032367,0.47214161812584826,25,0.0,1.2719757854938507,1.0043981431975828,-0.004764752934278068
72,73,1183.377807296404,1693.6083513186422,0.7258125829600791,0.1423108254134491,-0.10142695909708607,25,0.0,2.424262195825577,2.1652867052785765,-0.8387885234054239
73,74,92.17577373507123,1698.648519300541,0.5941737477059665,-0.09364586905792469,0.7438321354645925,25,0.0,1.1713186204433441,1.1552962697113294,-0.1567334276726094
74,75,2407.935209307257,1739.954071120966,0.829986250715976,-0.8049011559262297,-0.026381784608599607,25,0.0,5.586277186870575,4.27957605308498,-1.578501871758907
75,76,231.41841460511483,1781.3033767664645,0.36486894489590754,-0.10888668497338466,0.1402006811865758,25,0.0,5.553414046764374,5.281195006545052,-1.8068305099458395
76,77,231.6934984158059,1781.9306297051494,0.7011087244094286,0.7932301720589061,-0.2852068580077907,25,0.0,5.5413927137851715,4.4973535822583255,-1.6323925829331574
77,78,1016.9815570841606,1844.495197821027,0.649381037215027,0.3438966902982254,0.9238186556002816,25,0.0,1.1485970616340637,1.154175193902649,-0.15567934000922382
78,79,1019.6417771732534,1844.6352151424667,0.638431265489893,0.11911016937392532,0.004985249848181481,25,0.0,1.1516746282577515,1.1709629746965482,-0.17135790775094098
79,80,2765.6228500183965,1871.3273912308064,0.4870151655045029,0.5290751648522127,0.356350971242936,25,0.0,9.761985957622528,7.09151710389175,-2.1268478867471217
80,81,1581.0,1929.9949279806342,0.6412369624562338,0.44464680188940336,0.7541557898296282,25,0.0,1.1552963554859161,1.1710942479271211,-0.17147961963562175
81,82,728.5931704589249,1932.472740679284,0.6279880957442923,0.28219263771725883,-0.2472570759748575,25,0.0,1.083805650472641,1.1145366753755297,-0.11773591028457664
82,83,562.8253284049858,1987.9083451732126,0.5159183988225152,0.02076580986497187,0.02053028356464947,25,0.0,2.2300086319446564,1.9469172113180941,-0.7233687110649041
83,84,1334.8158512493562,2006.4079288692585,0.9127593489255882,-0.313307908992782,-0.3610232043306084,25,0.0,2.317169666290283,1.8172048588815881,-0.6485097234252595
84,85,2667.2701955926705,2041.344736918915,0.6615366158178874,0.006233480630577485,0.26674970334149495,25,0.0,2.1821243166923523,1.7041282413723213,-0.5787556844462726
85,86,2668.0186019433095,2043.870935240023,0.9446418470054859,-0.381149418535117,0.19875290496869563,25,0.0,6.582618802785873,3.618899373128943,-1.3964412682827887
86,87,2667.5754682223937,2045.4212658958747,0.19763990254097485,0.49022084933776383,0.6969030013254939,25,0.0,4.364756107330322,3.3067649291694687,-1.2985083073680577
87,88,1332.3629000769113,2072.36164753912,0.6369443434105069,-0.0004922621067356386,-0.0009510109913623291,25,0.0,1.0795851051807404,1.0994328948576935,-0.1029218171151628
88,89,2191.09416939409,2132.222989897039,0.8618472908490907,0.9414061467332472,0.912282263586409,25,0.0,8.761291593313217,5.596514305789687,-1.8697940455997943
89,90,877.5999841728315,2174.8554315862075,0.871621587054802,-0.3276682491817658,-0.02800691965169024,25,0.0,3.2320169508457184,2.410239671066908,-0.9551505759874618
90,91,1740.406797802042,2212.6081434889948,0.579165475835902,-0.6974454943750011,0.009605716526474118,25,0.0,1.073480635881424,1.0771565749955962,-0.08069709184326464
91,92,2497.886486887552,2286.6044483660285,0.3492097259790257,0.33872649587097775,0.6243377069887251,25,0.0,2.17263200879097,2.0540596050362763,-0.7815326046803646
92,93,2498.65607288924,2289.05443692876,0.4514685514888278,0.4047980818253601,0.20771612349554228,25,0.0,4.282549053430557,3.664535782789898,-1.4100474169232025
93,94,2501.5551290264902,2292.0139745063616,0.8674617923941581,-0.07226138332695693,-0.006634634421765658,25,0.0,2.1369609236717224,1.6738509454182375,-0.5592919548353021
94,95,563.7780667950489,2312.276142218605,0.38989897828805425,0.4409379307923149,0.05222886006306859,25,0.0,1.039820909500122,1.188579881189757,-0.1875709369613339
95,96,1473.7089853283462,2341.574841377192,0.4712973008907399,-0.09817306043347851,0.0534333186154176,25,0.0,1.0635376870632172,1.3197376764908317,-0.3012190382907159
96,97,1473.409985034324,2345.075575047344,0.3351955514186304,0.12353525923651891,0.7936813220526812,25,0.0,1.083395391702652,1.2617103451027194,-0.25239915992860573
97,98,1122.8831765789846,2375.29034864376,0.4704525054279785,-0.5985508411116162,0.480706973014389,25,0.0,1.0491429269313812,1.3033276092290478,-0.28763398823968467
98,99,2544.9790305934703,2481.0,0.6447466967671454,-0.5559788355238886,-0.7503133239939868,25,0.0,1.2563845813274384,1.2687666487864122,-0.25845438529322967
99,100,2409.5240411959644,2488.8372849025727,0.7506883658217393,-0.12003462018945284,-0.23374315885012417,25,0.0,2.140115261077881,1.9405263614624877,-0.719798867187546
100,101,2411.390012622293,2492.213658834534,0.3799265011593432,0.23599934134335984,0.18453461508390986,25,0.0,1.1112068593502045,1.3283982575137503,-0.30832074313516417
101,102,2373.117090548856,2533.0030907443784,0.6560745236016656,0.21961436743136517,0.16227868278458182,25,0.0,4.463120818138123,3.5516074688035992,-1.3760624015271024
102,103,1062.8944088836888,2553.4205929587165,0.9671926873099222,-0.5192954356680185,0.24826470684973076,25,0.0,8.392480909824371,3.661119383390685,-1.4090347269446515
103,104,1062.6885253109215,2555.7261114764956,0.21387156296465942,0.49884891693070876,0.37959687303350687,25,0.0,5.264872372150421,4.045377568069499,-1.517397654843965
104,105,2071.35648581815,2647.830386826063,0.5996474720943235,-0.8728504847910461,-0.7402640350319083,25,0.0,1.1508926749229431,1.1318691673966719,-0.1344905742828999
105,106,1125.409306324566,2692.236407645767,0.6322254186157349,0.22951029903534784,-0.2470116256279396,25,0.0,1.041540265083313,1.066134709379867,-0.06953020648278743
106,107,1067.5402788703443,2697.50929786937,0.5884233802478077,-0.16727126066910383,-0.4208085722105409,25,0.0,1.0489671528339386,1.040091546481868,-0.04267891647327697
107,108,1065.1957196543246,2708.2900027003793,0.6242731511287357,-0.7750020897110472,0.2591539432319643,25,0.0,1.0123319029808044,1.045281004877412,-0.0480826458837286
108,109,2394.593909990727,2706.0,0.9023334269299053,0.16881415284855866,-0.47446738071032774,25,0.0,1.2965383231639862,1.025704930651126,-0.027556108029770404
109,110,1094.377513482851,2708.101582193542,0.5838843005446002,0.4877359919176203,-0.01936344209477419,25,0.0,1.0150233805179596,1.0099239206747872,-0.010721647140746965
110,111,1080.7517904702606,2710.083709069105,0.33797461633553455,-0.17642152268795155,0.45030936790697484,25,0.0,1.0539477467536926,1.2242878726455397,-0.21970886887403107
111,112,1089.0051973903426,2709.0,0.655777687261871,-0.4020366350760826,-0.7382515704317184,25,0.0,1.0650058686733246,1.062915749858789,-0.06624710575441964
112,113,1070.2889137337927,2711.829228848455,0.5252012025432756,-0.26445258970955404,-0.25756719930142496,25,0.0,6.18880107998848,4.7106732761741,-1.6827074584965875
113,114,1071.07473063351,2713.0350336235297,0.15839298818881137,0.5721303016876668,0.27421970697544035,25,0.0,5.189724713563919,5.540844221627748,-1.8589398508380888
114,115,1078.2038403347458,2716.4321454322026,0.9486926651769197,0.013160953279336736,0.05831764740818477,25,0.0,4.14375913143158,2.833925401425945,-1.1309710348778668
115,116,1068.7541684241444,2718.5027088459055,0.5230924458695878,0.5839409134643455,0.4921542830355127,25,0.0,3.1696953177452087,2.367231567530719,-0.9356018589985715
116,117,1071.5194576302106,2720.2185172830777,0.6674002800019632,-0.8118051528595264,0.41663391420220014,25,0.0,2.0835715532302856,1.5131545777183164,-0.4497082401190944
117,118,1077.8316108732201,2722.6025311890903,0.7515514628177674,0.3497730581608392,0.3324213253643203,25,0.0,2.0758365094661713,1.8806778020685526,-0.685785996359558
118,119,1066.7784897057118,2723.9001127682836,0.48487497046603795,0.39436737750906636,0.4910814776313512,25,0.0,1.07576322555542,1.3114216517749704,-0.2943558741474402
119,120,1072.0840164652293,2724.619125223883,0.25813807026611096,-0.43557984167641434,0.3093585805522173,25,0.0,1.0068539679050446,1.7380825336489838,-0.600175988189098
120,121,1059.5476705289157,2729.548903390069,0.6457339154851124,0.16626323086972325,-0.0008765464009873377,25,0.0,1.0507924556732178,1.060025018818074,-0.06329028912043394
121,122,1167.3696888023032,2817.645663397495,0.6375283929169628,-0.006037631505339222,-0.0116587346772542,25,0.0,1.052276998758316,1.070945647314368,-0.07441857514117184
